"predict","Days","start station name","bikes","Month","DayOfWeek"
1.1716716279983521,15898,"8 Ave & W 31 St",1,"7","Thu"
1.1001876883506776,15898,"Broadway & W 49 St",1,"7","Thu"
1.0416056118011474,15898,"Broadway & W 55 St",1,"7","Thu"
1.0728359141349793,15898,"E 31 St & 3 Ave",1,"7","Thu"
1.1207082686424255,15898,"Grand Army Plaza & Central Park S",1,"7","Thu"
1.0875115847587586,15898,"Little West St & 1 Pl",1,"7","Thu"
1.1968838367462158,15898,"Mott St & Prince St",1,"7","Thu"
1.0773930597305297,15899,"5 Ave & E 29 St",1,"7","Fri"
1.0854510288238526,15899,"Allen St & Rivington St",1,"7","Fri"
1.0328999795913696,15899,"Old Slip & Front St",1,"7","Fri"
1.0475974183082581,15899,"Pearl St & Hanover Square",1,"7","Fri"
1.0241251792907715,15899,"Pitt St & Stanton St",1,"7","Fri"
1.0419706964492799,15899,"St James Pl & Oliver St",1,"7","Fri"
1.026012764453888,15899,"W 52 St & 9 Ave",1,"7","Fri"
1.0935372576713562,15900,"E 12 St & 3 Ave",1,"7","Sat"
1.2005054445266723,15900,"Mercer St & Spring St",1,"7","Sat"
1.036281632423401,15901,"E 39 St & 3 Ave",1,"7","Sun"
1.1030479879379274,15901,"Mott St & Prince St",2,"7","Sun"
1.032099997997284,15901,"W 27 St & 7 Ave",1,"7","Sun"
1.1097734832763673,15901,"W 39 St & 9 Ave",1,"7","Sun"
1.0398843235969544,15902,"Church St & Leonard St",1,"7","Mon"
1.0554494481086731,15902,"E 2 St & 2 Ave",1,"7","Mon"
1.0247509117126465,15902,"Metropolitan Ave & Bedford Ave",1,"7","Mon"
1.0759565649032592,15902,"Shevchenko Pl & E 6 St",1,"7","Mon"
1.0932663969993592,15902,"University Pl & E 14 St",1,"7","Mon"
1.1541528525352478,15902,"W 39 St & 9 Ave",1,"7","Mon"
1.0923994421958922,15903,"6 Ave & W 33 St",1,"7","Tue"
1.073758973121643,15903,"Allen St & E Houston St",2,"7","Tue"
1.1066615853309631,15903,"Carmine St & 6 Ave",1,"7","Tue"
1.1247177505493164,15903,"E 25 St & 2 Ave",1,"7","Tue"
1.1328787703514098,15903,"E 43 St & Vanderbilt Ave",1,"7","Tue"
1.391990797519684,15903,"Pershing Square N",1,"7","Tue"
1.0357380676269532,15903,"W 47 St & 10 Ave",1,"7","Tue"
1.0441243586540223,15904,"Allen St & E Houston St",1,"7","Wed"
1.0204631428718567,15904,"E 45 St & 3 Ave",1,"7","Wed"
1.057157624721527,15904,"E 53 St & Lexington Ave",1,"7","Wed"
1.032186553478241,15904,"Forsyth St & Broome St",1,"7","Wed"
1.0293770751953124,15904,"Greenwich Ave & 8 Ave",1,"7","Wed"
1.0867245302200317,15904,"St Marks Pl & 2 Ave",1,"7","Wed"
1.070731204509735,15904,"W 13 St & 5 Ave",1,"7","Wed"
1.0376148281097413,15904,"W 15 St & 7 Ave",1,"7","Wed"
1.1049736952781677,15904,"W 18 St & 6 Ave",1,"7","Wed"
1.0178773999214172,15904,"Washington Square E",1,"7","Wed"
1.0190162210464477,15905,"Broadway & W 51 St",1,"7","Thu"
1.1089714574813843,15905,"E 12 St & 3 Ave",1,"7","Thu"
1.076360984325409,15905,"E 7 St & Avenue A",1,"7","Thu"
1.026206594467163,15905,"E 9 St & Avenue C",2,"7","Thu"
1.0644491281509398,15905,"LaGuardia Pl & W 3 St",1,"7","Thu"
1.2125554389953612,15905,"Lafayette St & E 8 St",1,"7","Thu"
1.0771547484397888,15905,"South St & Whitehall St",1,"7","Thu"
1.0795850710868835,15905,"W 22 St & 8 Ave",1,"7","Thu"
1.1145318431854248,15905,"W 43 St & 10 Ave",1,"7","Thu"
1.0292520380020143,15906,"9 Ave & W 18 St",1,"7","Fri"
1.1513386721611023,15906,"Broadway & W 41 St",1,"7","Fri"
1.0740336709022522,15906,"E 2 St & 2 Ave",1,"7","Fri"
1.1650533800125122,15906,"E 53 St & Lexington Ave",1,"7","Fri"
1.240404294013977,15906,"Pershing Square N",1,"7","Fri"
1.1255105409622193,15906,"W 45 St & 8 Ave",1,"7","Fri"
1.0741479973793029,15907,"1 Ave & E 30 St",1,"7","Sat"
1.0345113778114319,15907,"Broadway & W 32 St",1,"7","Sat"
1.0272287392616273,15907,"Duane St & Greenwich St",1,"7","Sat"
1.0420977334976196,15907,"Franklin St & W Broadway",1,"7","Sat"
1.0588211841583253,15907,"Pearl St & Anchorage Pl",1,"7","Sat"
1.1176636180877686,15908,"Broadway & E 14 St",2,"7","Sun"
1.112384171962738,15908,"Broadway & W 60 St",1,"7","Sun"
1.0192324895858764,15908,"E 20 St & 2 Ave",1,"7","Sun"
1.2488677005767823,15908,"E 25 St & 2 Ave",1,"7","Sun"
1.031621889591217,15908,"E 31 St & 3 Ave",1,"7","Sun"
1.0410563559532167,15908,"E 51 St & 1 Ave",1,"7","Sun"
1.043435874938965,15908,"Norfolk St & Broome St",1,"7","Sun"
1.0233007650375365,15908,"St James Pl & Oliver St",1,"7","Sun"
1.0357170796394348,15908,"W 33 St & 7 Ave",1,"7","Sun"
1.0727685604095458,15908,"West Thames St",1,"7","Sun"
1.0641457829475403,15909,"Broadway & W 53 St",1,"7","Mon"
1.224040741443634,15909,"Cleveland Pl & Spring St",1,"7","Mon"
1.0763175435066223,15909,"E 11 St & 1 Ave",1,"7","Mon"
1.1037233753204345,15909,"MacDougal St & Washington Sq",1,"7","Mon"
1.0401018643379212,15909,"Old Slip & Front St",1,"7","Mon"
1.0624467101097106,15909,"Spruce St & Nassau St",1,"7","Mon"
1.0838301105499268,15909,"W 15 St & 7 Ave",2,"7","Mon"
1.1084987068176269,15909,"W 18 St & 6 Ave",1,"7","Mon"
1.289915647983551,15909,"W 20 St & 11 Ave",1,"7","Mon"
1.0614623703956605,15909,"W 20 St & 7 Ave",1,"7","Mon"
1.0496657710075379,15909,"W 52 St & 11 Ave",1,"7","Mon"
1.0454882268905639,15910,"Broadway & W 32 St",1,"7","Tue"
1.2212892699241638,15910,"Broadway & W 36 St",1,"7","Tue"
1.0274948778152466,15910,"Clark St & Henry St",1,"7","Tue"
1.0854678111076355,15910,"Clinton Ave & Myrtle Ave",1,"7","Tue"
1.1027265172004699,15910,"Spruce St & Nassau St",1,"7","Tue"
1.1742485179901123,15910,"W 18 St & 6 Ave",1,"7","Tue"
1.0282252068519593,15910,"York St & Jay St",1,"7","Tue"
1.1223540363311768,15911,"12 Ave & W 40 St",3,"7","Wed"
1.0432830452919006,15911,"5 Ave & E 29 St",1,"7","Wed"
1.0554640698432922,15911,"8 Ave & W 52 St",1,"7","Wed"
1.0199036297798156,15911,"Avenue D & E 3 St",1,"7","Wed"
1.1400528750419616,15911,"Carmine St & 6 Ave",1,"7","Wed"
1.3915125756263733,15911,"Pershing Square S",1,"7","Wed"
1.0801611862182616,15911,"W 37 St & 5 Ave",1,"7","Wed"
1.1442656240463256,15911,"W 4 St & 7 Ave S",1,"7","Wed"
1.1357350854873658,15911,"W 45 St & 8 Ave",1,"7","Wed"
1.0390516810417176,15912,"Broadway & W 32 St",1,"7","Thu"
1.2137708339691162,15912,"E 16 St & 5 Ave",1,"7","Thu"
1.0174234948158265,15912,"Lafayette Ave & Fort Greene Pl",1,"7","Thu"
1.0850341839790345,15912,"W 13 St & 7 Ave",1,"7","Thu"
1.022106185913086,15912,"W 26 St & 10 Ave",1,"7","Thu"
1.1839014191627502,15912,"W 41 St & 8 Ave",1,"7","Thu"
1.1458335599899292,15912,"W 43 St & 6 Ave",1,"7","Thu"
1.1632415237426759,15912,"West St & Chambers St",1,"7","Thu"
1.119759476184845,15913,"2 Ave & E 58 St",1,"7","Fri"
1.0213382802009583,15913,"Broad St & Bridge St",1,"7","Fri"
1.0589212412834168,15913,"Broadway & W 49 St",1,"7","Fri"
1.0249756846427918,15913,"Duane St & Greenwich St",1,"7","Fri"
1.0563471312522887,15913,"E 4 St & 2 Ave",1,"7","Fri"
1.0505455141067506,15913,"FDR Drive & E 35 St",1,"7","Fri"
1.0443308057785035,15913,"Norfolk St & Broome St",2,"7","Fri"
1.105422354221344,15913,"Perry St & Bleecker St",1,"7","Fri"
1.0647931275367737,15913,"W 15 St & 7 Ave",1,"7","Fri"
1.2318166007995606,15913,"W 59 St & 10 Ave",1,"7","Fri"
1.0519845604896545,15913,"William St & Pine St",1,"7","Fri"
1.053541440486908,15914,"6 Ave & Canal St",1,"7","Sat"
1.0334131898880006,15914,"Adelphi St & Myrtle Ave",1,"7","Sat"
1.0494304122924805,15914,"Allen St & Hester St",1,"7","Sat"
1.1995013380050659,15914,"Broadway & E 22 St",1,"7","Sat"
1.100810992717743,15914,"Broadway & W 53 St",1,"7","Sat"
1.1572964639663696,15914,"Broadway & W 60 St",2,"7","Sat"
1.0340349988937378,15914,"Greenwich Ave & 8 Ave",2,"7","Sat"
1.0617184672355653,15914,"Old Fulton St",1,"7","Sat"
1.0268735704421996,15914,"St James Pl & Pearl St",1,"7","Sat"
1.087265163898468,15914,"University Pl & E 14 St",1,"7","Sat"
1.1123050785064696,15914,"W 21 St & 6 Ave",1,"7","Sat"
1.0527825784683227,15914,"W 45 St & 8 Ave",1,"7","Sat"
1.0401135144233704,15914,"West Thames St",1,"7","Sat"
1.1842510199546814,15915,"12 Ave & W 40 St",1,"7","Sun"
1.0291630525588988,15915,"Allen St & E Houston St",1,"7","Sun"
1.034900619506836,15915,"Broadway & W 39 St",1,"7","Sun"
1.01377330827713,15915,"Johnson St & Gold St",1,"7","Sun"
1.1619503269195557,15915,"State St",1,"7","Sun"
1.1785444464683532,15915,"W 17 St & 8 Ave",1,"7","Sun"
1.0328975219726562,15915,"W 20 St & 7 Ave",1,"7","Sun"
1.1014152483940125,15915,"W 54 St & 9 Ave",1,"7","Sun"
1.025884229183197,15916,"Ashland Pl & Hanson Pl",1,"7","Mon"
1.027841609954834,15916,"Broadway & W 37 St",1,"7","Mon"
1.220223611354828,15916,"Broadway & W 41 St",1,"7","Mon"
1.0917768545150757,15916,"E 15 St & 3 Ave",1,"7","Mon"
1.1163401260375976,15916,"Greenwich Ave & Charles St",1,"7","Mon"
1.025884229183197,15916,"Johnson St & Gold St",1,"7","Mon"
1.025884229183197,15916,"Pike St & Monroe St",1,"7","Mon"
1.0261508960723877,15916,"Rivington St & Chrystie St",2,"7","Mon"
1.241665370941162,15916,"W 24 St & 7 Ave",1,"7","Mon"
1.1179936046600343,15917,"2 Ave & E 31 St",1,"7","Tue"
1.027562779903412,15917,"Bank St & Washington St",2,"7","Tue"
1.0290545501708985,15917,"Greenwich St & N Moore St",2,"7","Tue"
1.5685098299980162,15917,"Pershing Square N",2,"7","Tue"
1.0792161445617676,15917,"Suffolk St & Stanton St",1,"7","Tue"
1.0254357919692993,15917,"W 14 St & The High Line",1,"7","Tue"
1.0683217787742614,15917,"W 22 St & 10 Ave",1,"7","Tue"
1.0556649885177611,15917,"W 22 St & 8 Ave",1,"7","Tue"
1.3307522592544556,15917,"W 41 St & 8 Ave",1,"7","Tue"
1.1144343252182007,15917,"W 45 St & 8 Ave",1,"7","Tue"
1.137604259967804,15917,"W Broadway & Spring St",1,"7","Tue"
1.0232373237609864,15918,"Columbia Heights & Cranberry St",1,"7","Wed"
1.0698253359794616,15918,"E 56 St & 3 Ave",1,"7","Wed"
1.1363286666870118,15918,"E 7 St & Avenue A",1,"7","Wed"
1.2102515082359313,15918,"Lawrence St & Willoughby St",1,"7","Wed"
1.0336564617156982,15918,"Murray St & West St",1,"7","Wed"
1.0251535906791687,15918,"York St & Jay St",1,"7","Wed"
1.0521720786094666,15919,"Broadway & W 39 St",1,"8","Thu"
1.0291674132347106,15919,"Old Slip & Front St",1,"8","Thu"
1.0322882208824158,15919,"Park Pl & Church St",1,"8","Thu"
1.0994999675750732,15919,"Pershing Square S",1,"8","Thu"
1.061557451248169,15919,"Spruce St & Nassau St",1,"8","Thu"
1.071916826725006,15919,"W 24 St & 7 Ave",2,"8","Thu"
1.216317638874054,15920,"12 Ave & W 40 St",1,"8","Fri"
1.0326448369026184,15920,"Ashland Pl & Hanson Pl",1,"8","Fri"
1.1218576288223268,15920,"Broadway & W 24 St",1,"8","Fri"
1.111811671257019,15920,"E 9 St & Avenue C",2,"8","Fri"
1.2082663068771362,15920,"Lawrence St & Willoughby St",2,"8","Fri"
1.1400582799911498,15920,"South St & Whitehall St",1,"8","Fri"
1.078342544555664,15920,"W 42 St & 8 Ave",2,"8","Fri"
1.1759960808753966,15920,"W 59 St & 10 Ave",1,"8","Fri"
1.028715145587921,15921,"Broadway & Battery Pl",1,"8","Sat"
1.1393968596458435,15921,"Broadway & E 14 St",2,"8","Sat"
1.045324086666107,15921,"E 4 St & 2 Ave",1,"8","Sat"
1.0293984036445618,15921,"Grand St & Havemeyer St",1,"8","Sat"
1.0486516346931458,15921,"John St & William St",2,"8","Sat"
1.0682665185928344,15921,"W 24 St & 7 Ave",1,"8","Sat"
1.051348244190216,15922,"8 Ave & W 52 St",1,"8","Sun"
1.0483257002830506,15922,"9 Ave & W 14 St",1,"8","Sun"
1.0912885336875915,15922,"E 10 St & Avenue A",1,"8","Sun"
1.0797492718696595,15922,"Forsyth St & Broome St",1,"8","Sun"
1.0690090522766114,15922,"MacDougal St & Washington Sq",1,"8","Sun"
1.0810008158683777,15922,"State St",1,"8","Sun"
1.0605677762031556,15922,"W 31 St & 7 Ave",1,"8","Sun"
1.03127911901474,15922,"W 34 St & 11 Ave",1,"8","Sun"
1.0465399227142334,15922,"W 47 St & 10 Ave",2,"8","Sun"
1.1303895044326782,15922,"W Houston St & Hudson St",1,"8","Sun"
1.0125481209754943,15922,"Warren St & Church St",1,"8","Sun"
1.0125481209754943,15922,"Washington Ave & Park Ave",1,"8","Sun"
1.0188357486724853,15922,"Washington Square E",1,"8","Sun"
1.0607179017066957,15923,"Centre St & Chambers St",1,"8","Mon"
1.0601876158714294,15923,"E 6 St & Avenue B",1,"8","Mon"
1.0382734055519105,15923,"Front St & Washington St",1,"8","Mon"
1.123948588848114,15923,"Lawrence St & Willoughby St",1,"8","Mon"
1.0181316699981688,15923,"Lexington Ave & Classon Ave",1,"8","Mon"
1.0286839051246643,15923,"Old Slip & Front St",1,"8","Mon"
1.1000662078857422,15923,"St Marks Pl & 1 Ave",1,"8","Mon"
1.2009740495681762,15923,"State St",1,"8","Mon"
1.1354799752235412,15923,"W 20 St & 11 Ave",1,"8","Mon"
1.071276854991913,15923,"W 34 St & 11 Ave",1,"8","Mon"
1.0303247451782227,15923,"W 44 St & 5 Ave",1,"8","Mon"
1.1719780535697937,15923,"W Houston St & Hudson St",1,"8","Mon"
1.0609311923980713,15924,"Broadway & Battery Pl",1,"8","Tue"
1.2622424516677857,15924,"Broadway & W 60 St",2,"8","Tue"
1.3160253939628601,15924,"Cleveland Pl & Spring St",1,"8","Tue"
1.2095807213783265,15924,"E 39 St & 2 Ave",1,"8","Tue"
1.1137118639945984,15924,"Forsyth St & Canal St",1,"8","Tue"
1.035116466999054,15924,"Rivington St & Chrystie St",1,"8","Tue"
1.0785376019477844,15924,"South St & Gouverneur Ln",1,"8","Tue"
1.042709511756897,15924,"W 14 St & The High Line",1,"8","Tue"
1.2275603270530702,15924,"W 15 St & 7 Ave",1,"8","Tue"
1.0342025289535521,15925,"8 Ave & W 33 St",2,"8","Wed"
1.0229491848945618,15925,"Broadway & W 49 St",1,"8","Wed"
1.0215238709449768,15925,"E 30 St & Park Ave S",1,"8","Wed"
1.0214030447006226,15925,"Fulton St & Grand Ave",1,"8","Wed"
1.0472109441757202,15925,"Fulton St & William St",1,"8","Wed"
1.0513507380485534,15925,"Greenwich Ave & Charles St",1,"8","Wed"
1.0211465582847594,15925,"W 27 St & 7 Ave",2,"8","Wed"
1.1004765911102294,15925,"W 43 St & 10 Ave",1,"8","Wed"
1.0173824701309204,15925,"W 52 St & 9 Ave",1,"8","Wed"
1.1179366340637207,15926,"Barrow St & Hudson St",1,"8","Thu"
1.2260229811668395,15926,"Pershing Square N",1,"8","Thu"
1.121496479511261,15926,"University Pl & E 14 St",1,"8","Thu"
1.1617065258026122,15926,"W 20 St & 11 Ave",1,"8","Thu"
1.0680569810867309,15926,"W 41 St & 8 Ave",3,"8","Thu"
1.0318204746246338,15926,"W 49 St & 8 Ave",1,"8","Thu"
1.0436400260925294,15927,"Centre St & Chambers St",3,"8","Fri"
1.1159084343910217,15927,"Christopher St & Greenwich St",1,"8","Fri"
1.1004928526878357,15927,"E 40 St & 5 Ave",1,"8","Fri"
1.0192992382049562,15927,"E 56 St & Madison Ave",1,"8","Fri"
1.1792511024475099,15927,"W 43 St & 6 Ave",1,"8","Fri"
1.0913970122337342,15928,"12 Ave & W 40 St",1,"8","Sat"
1.1809851765632629,15928,"2 Ave & E 31 St",3,"8","Sat"
1.053317099571228,15928,"Cherry St",1,"8","Sat"
1.046235643863678,15928,"E 20 St & Park Ave",1,"8","Sat"
1.0743017077445984,15928,"E 31 St & 3 Ave",1,"8","Sat"
1.054214050769806,15928,"Norfolk St & Broome St",1,"8","Sat"
1.0317200293540956,15929,"Broadway & W 39 St",2,"8","Sun"
1.0407423663139344,15929,"Broadway & W 55 St",1,"8","Sun"
1.0794686994552611,15929,"E 32 St & Park Ave",1,"8","Sun"
1.0454000720977783,15929,"E 51 St & 1 Ave",1,"8","Sun"
1.075949718952179,15929,"W 13 St & 7 Ave",1,"8","Sun"
1.0311939554214478,15929,"W 27 St & 7 Ave",1,"8","Sun"
1.022237163543701,15929,"W 29 St & 9 Ave",1,"8","Sun"
1.0222983627319335,15929,"W 45 St & 6 Ave",1,"8","Sun"
1.08743577003479,15930,"2 Ave & E 58 St",1,"8","Mon"
1.0645721688270569,15930,"9 Ave & W 45 St",1,"8","Mon"
1.134607509613037,15930,"Broadway & W 29 St",1,"8","Mon"
1.2008548421859742,15930,"Broadway & W 55 St",1,"8","Mon"
1.0605636410713195,15930,"E 13 St & Avenue A",1,"8","Mon"
1.045906319618225,15930,"E 45 St & 3 Ave",1,"8","Mon"
1.0395690240859985,15930,"Harrison St & Hudson St",1,"8","Mon"
1.110604986667633,15930,"St Marks Pl & 1 Ave",1,"8","Mon"
1.1256064043045044,15930,"University Pl & E 14 St",2,"8","Mon"
1.026599398612976,15930,"Washington Park",1,"8","Mon"
1.0431043009757996,15931,"9 Ave & W 16 St",2,"8","Tue"
1.0248976516723634,15931,"Atlantic Ave & Fort Greene Pl",1,"8","Tue"
1.0488757071495056,15931,"Broadway & W 29 St",1,"8","Tue"
1.0485842819213866,15931,"E 3 St & 1 Ave",3,"8","Tue"
1.027554639339447,15931,"E 30 St & Park Ave S",3,"8","Tue"
1.1140383138656615,15931,"W 20 St & 11 Ave",1,"8","Tue"
1.0828889327049256,15931,"W 20 St & 8 Ave",1,"8","Tue"
1.0444141902923585,15932,"2 Ave & E 58 St",1,"8","Wed"
1.3256838507652282,15932,"Broadway & E 14 St",1,"8","Wed"
1.2335703825950624,15932,"Central Park S & 6 Ave",1,"8","Wed"
1.0167359914779663,15932,"Clark St & Henry St",1,"8","Wed"
1.0571682062149048,15932,"E 6 St & Avenue B",1,"8","Wed"
1.0167359914779663,15932,"Front St & Gold St",1,"8","Wed"
1.0624746322631835,15932,"W 15 St & 7 Ave",1,"8","Wed"
1.1763812594413758,15932,"W 21 St & 6 Ave",1,"8","Wed"
1.016437997341156,15932,"Wythe Ave & Metropolitan Ave",2,"8","Wed"
1.0707903456687928,15933,"8 Ave & W 33 St",1,"8","Thu"
1.0295796809196471,15933,"Bank St & Washington St",1,"8","Thu"
1.1199030156135559,15933,"E 25 St & 2 Ave",1,"8","Thu"
1.029651397705078,15933,"E 33 St & 5 Ave",2,"8","Thu"
1.0173731093406677,15933,"Lefferts Pl & Franklin Ave",1,"8","Thu"
1.2702850513458253,15933,"Pershing Square N",1,"8","Thu"
1.213147650241852,15933,"W 20 St & 11 Ave",2,"8","Thu"
1.2067132816314696,15933,"W 37 St & 5 Ave",1,"8","Thu"
1.075550654888153,15933,"W 51 St & 6 Ave",1,"8","Thu"
1.1192196521759032,15934,"E 31 St & 3 Ave",1,"8","Fri"
1.0871267189979554,15934,"E 43 St & 2 Ave",1,"8","Fri"
1.0680269045829773,15934,"E 47 St & Park Ave",1,"8","Fri"
1.0268924560546875,15934,"W 27 St & 7 Ave",1,"8","Fri"
1.0375267305374145,15934,"W 44 St & 5 Ave",1,"8","Fri"
1.1589214420318603,15934,"W Houston St & Hudson St",1,"8","Fri"
1.0877667455673217,15934,"William St & Pine St",1,"8","Fri"
1.1469415264129639,15935,"Broadway & E 14 St",1,"8","Sat"
1.118651023387909,15935,"Broadway & W 41 St",1,"8","Sat"
1.2333210792541505,15935,"Central Park S & 6 Ave",1,"8","Sat"
1.0280870604515076,15935,"Division St & Bowery",1,"8","Sat"
1.063805341720581,15935,"Lexington Ave & E 26 St",1,"8","Sat"
1.0801364908218383,15936,"1 Ave & E 30 St",1,"8","Sun"
1.0942501702308656,15936,"E 23 St & 1 Ave",1,"8","Sun"
1.03809122133255,15936,"E 9 St & Avenue C",1,"8","Sun"
1.0338258166313172,15937,"11 Ave & W 27 St",1,"8","Mon"
1.0775381207466126,15937,"E 31 St & 3 Ave",1,"8","Mon"
1.021554986000061,15937,"S 4 St & Wythe Ave",1,"8","Mon"
1.1327559189796448,15937,"Sullivan St & Washington Sq",1,"8","Mon"
1.1377144956588745,15937,"W 20 St & 8 Ave",1,"8","Mon"
1.0543139686584473,15937,"W 37 St & 10 Ave",1,"8","Mon"
1.2124049606323242,15937,"W 37 St & 5 Ave",1,"8","Mon"
1.0686035995483398,15938,"6 Ave & Canal St",1,"8","Tue"
1.1588693900108338,15938,"E 17 St & Broadway",2,"8","Tue"
1.0368202662467956,15938,"E 37 St & Lexington Ave",1,"8","Tue"
1.076365065574646,15938,"LaGuardia Pl & W 3 St",1,"8","Tue"
1.1919377627372743,15938,"W 15 St & 7 Ave",1,"8","Tue"
1.060207079410553,15938,"W 45 St & 6 Ave",1,"8","Tue"
1.1099995656013488,15938,"West Thames St",1,"8","Tue"
1.1027682313919067,15939,"E 23 St & 1 Ave",1,"8","Wed"
1.0810061659812926,15939,"E 39 St & 2 Ave",1,"8","Wed"
1.0717117705345154,15939,"Forsyth St & Broome St",1,"8","Wed"
1.0630508465766906,15939,"Howard St & Centre St",1,"8","Wed"
1.045032227039337,15939,"W 15 St & 7 Ave",2,"8","Wed"
1.107882414340973,15939,"W 20 St & 11 Ave",1,"8","Wed"
1.07029531955719,15940,"5 Ave & E 29 St",1,"8","Thu"
1.0502268309593201,15940,"Centre St & Worth St",1,"8","Thu"
1.047499116420746,15940,"E 47 St & 2 Ave",1,"8","Thu"
1.0605378150939941,15940,"W 56 St & 6 Ave",1,"8","Thu"
1.0169262466430664,15940,"Warren St & Church St",1,"8","Thu"
1.03266717004776,15940,"Watts St & Greenwich St",1,"8","Thu"
1.178080292224884,15940,"West St & Chambers St",2,"8","Thu"
1.0161495475769042,15940,"Willoughby St & Fleet St",1,"8","Thu"
1.097976601600647,15941,"2 Ave & E 31 St",2,"8","Fri"
1.0548158712387086,15941,"9 Ave & W 18 St",1,"8","Fri"
1.0183044719696044,15941,"Clark St & Henry St",1,"8","Fri"
1.097731692790985,15941,"E 39 St & 2 Ave",1,"8","Fri"
1.1129961037635803,15941,"Mercer St & Spring St",1,"8","Fri"
1.049663266658783,15942,"Bayard St & Baxter St",1,"8","Sat"
1.0483999433517457,15942,"E 10 St & Avenue A",1,"8","Sat"
1.0315644888877868,15942,"E 27 St & 1 Ave",1,"8","Sat"
1.0274138698577882,15942,"St James Pl & Oliver St",1,"8","Sat"
1.1516579461097718,15942,"Vesey Pl & River Terrace",1,"8","Sat"
1.0818934330940246,15942,"W 49 St & 5 Ave",2,"8","Sat"
1.299332859992981,15943,"8 Ave & W 31 St",1,"8","Sun"
1.0939994730949403,15943,"9 Ave & W 14 St",1,"8","Sun"
1.1326395711898805,15943,"Cleveland Pl & Spring St",2,"8","Sun"
1.039270318031311,15943,"E 9 St & Avenue C",1,"8","Sun"
1.062641604423523,15944,"8 Ave & W 33 St",1,"8","Mon"
1.0437936553955078,15944,"Bank St & Washington St",1,"8","Mon"
