predict,Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,residual
9224.399101577288,361,5,1438326000000,9806,812,1,1,0,1,c,c,4490,5,2014,1,5,2013,"Feb,May,Aug,Nov",581.6008984227119
11105.566215745694,362,5,1438326000000,11686,1257,1,1,0,1,c,c,340,,,0,,,,580.4337842543064
8021.751643500811,369,5,1438326000000,8495,646,1,1,0,1,d,c,5870,4,2014,0,,,,473.24835649918896
9292.770671419388,370,5,1438326000000,9747,714,1,1,0,1,d,a,8250,10,2000,1,31,2009,"Jan,Apr,Jul,Oct",454.22932858061176
11345.249110422617,372,5,1438326000000,11470,874,1,1,0,1,d,c,4880,8,2010,1,18,2014,"Jan,Apr,Jul,Oct",124.75088957738262
13520.198112539536,375,5,1438326000000,13241,1038,1,1,0,1,a,c,15710,2,2013,1,37,2009,"Jan,Apr,Jul,Oct",-279.19811253953594
9555.846786014325,376,5,1438326000000,11300,1083,1,1,0,1,a,a,160,8,2012,0,,,,1744.1532139856754
12582.005375615841,377,5,1438326000000,14940,1400,1,1,0,1,a,c,100,6,2010,1,18,2010,"Feb,May,Aug,Nov",2357.9946243841587
9426.661774240023,381,5,1438326000000,10760,977,1,1,0,1,a,a,1800,11,2006,1,5,2013,"Feb,May,Aug,Nov",1333.338225759977
11820.382512144333,390,5,1438326000000,16172,1219,1,1,0,1,a,c,1600,4,2009,0,,,,4351.617487855667
7228.042762830442,392,5,1438326000000,7261,748,1,1,0,1,a,a,2120,,,0,,,,32.95723716955763
8846.941946111208,393,5,1438326000000,8124,725,1,1,0,1,d,c,4820,3,2008,0,,,,-722.9419461112084
5676.296623609549,395,5,1438326000000,4966,587,1,1,0,1,a,a,3620,2,2013,0,,,,-710.296623609549
5450.276870093829,405,5,1438326000000,5569,530,1,1,0,1,a,a,1080,4,2008,1,14,2011,"Jan,Apr,Jul,Oct",118.72312990617138
8189.40034289617,409,5,1438326000000,7235,641,1,1,0,1,d,c,840,,,1,1,2013,"Jan,Apr,Jul,Oct",-954.4003428961696
7735.832432262188,410,5,1438326000000,7959,878,1,1,0,1,c,a,40,11,2011,1,22,2012,"Mar,Jun,Sept,Dec",223.16756773781162
13278.844970754868,416,5,1438326000000,13376,1425,1,1,0,1,a,c,4650,6,2014,0,,,,97.15502924513203
7902.581348977572,418,5,1438326000000,8180,801,1,1,0,1,a,a,1060,5,2009,1,27,2011,"Feb,May,Aug,Nov",277.4186510224281
7276.0738252322735,420,5,1438326000000,6377,516,1,1,0,0,d,c,250,,,1,27,2012,"Jan,Apr,Jul,Oct",-899.0738252322735
4829.904712520129,422,5,1438326000000,5018,458,1,1,0,1,a,c,2880,,,0,,,,188.09528747987133
11431.268194399363,424,5,1438326000000,10141,930,1,1,0,1,d,c,1250,,,1,40,2011,"Jan,Apr,Jul,Oct",-1290.268194399363
7672.112548999077,428,5,1438326000000,7940,635,1,1,0,0,d,a,2960,12,2014,1,23,2015,"Mar,Jun,Sept,Dec",267.88745100092274
7519.967534667401,429,5,1438326000000,6999,523,1,1,0,0,d,c,16350,7,2005,1,31,2013,"Jan,Apr,Jul,Oct",-520.9675346674012
11637.690461955553,431,5,1438326000000,12369,1045,1,1,0,1,d,c,4520,,,0,,,,731.3095380444465
9423.13506977964,433,5,1438326000000,8970,904,1,1,0,1,a,c,30030,11,2010,0,,,,-453.1350697796406
9391.551137521452,441,5,1438326000000,8718,847,1,1,0,1,d,a,2530,,,0,,,,-673.5511375214519
7136.438110760933,443,5,1438326000000,7056,566,1,1,0,1,d,a,11400,12,2005,0,,,,-80.43811076093334
7624.521058462149,452,5,1438326000000,7541,642,1,1,0,1,a,c,1850,8,2013,1,5,2011,"Feb,May,Aug,Nov",-83.52105846214909
7660.998491964823,461,5,1438326000000,6252,567,1,1,0,1,d,c,1790,7,2013,1,40,2013,"Jan,Apr,Jul,Oct",-1408.9984919648232
6523.994077078587,462,5,1438326000000,5518,637,1,1,0,1,a,a,44320,8,2008,0,,,,-1005.994077078587
9209.821156076676,465,5,1438326000000,10130,717,1,1,0,1,d,c,10890,4,2005,0,,,,920.1788439233242
15955.886338762528,467,5,1438326000000,17208,1761,1,1,0,1,a,c,20390,4,2008,0,,,,1252.1136612374721
9072.491701773888,471,5,1438326000000,9116,703,1,1,0,0,d,a,5300,,,1,45,2009,"Feb,May,Aug,Nov",43.50829822611195
8297.842236838824,472,5,1438326000000,7981,783,1,1,0,1,c,c,5030,8,2011,0,,,,-316.84223683882374
8300.673504255301,483,5,1438326000000,6200,712,1,1,0,1,a,c,2310,9,2011,1,13,2010,"Jan,Apr,Jul,Oct",-2100.673504255301
9786.854340605027,494,5,1438326000000,9970,1202,1,1,0,1,b,a,1260,6,2011,0,,,,183.14565939497334
9551.160412869936,506,5,1438326000000,11162,1039,1,1,0,1,a,a,1850,12,2014,1,18,2011,"Feb,May,Aug,Nov",1610.8395871300636
6937.000344298369,509,5,1438326000000,8130,576,1,1,0,1,a,a,4740,7,2008,1,37,2009,"Jan,Apr,Jul,Oct",1192.9996557016311
7991.3288899208965,511,5,1438326000000,7376,846,1,1,0,1,a,a,2060,9,2009,0,,,,-615.3288899208965
7808.347940913922,512,5,1438326000000,8548,1812,1,1,0,0,b,b,590,,,1,5,2013,"Mar,Jun,Sept,Dec",739.6520590860782
7791.040641597992,514,5,1438326000000,7568,707,1,1,0,0,c,c,1200,7,2012,1,27,2012,"Jan,Apr,Jul,Oct",-223.04064159799236
8027.920950702912,518,5,1438326000000,8027,590,1,1,0,0,d,c,3330,3,2015,1,13,2010,"Jan,Apr,Jul,Oct",-0.9209507029117958
7162.035426310784,521,5,1438326000000,8340,567,1,1,0,1,d,a,18610,11,2002,1,48,2011,"Mar,Jun,Sept,Dec",1177.9645736892162
12567.52360152412,526,5,1438326000000,11006,1434,1,1,0,1,a,a,120,,,1,48,2011,"Mar,Jun,Sept,Dec",-1561.5236015241207
14394.035723737961,528,5,1438326000000,14384,1166,1,1,0,1,a,c,20620,,,1,37,2009,"Jan,Apr,Jul,Oct",-10.035723737961234
13562.314863495118,530,5,1438326000000,9561,1438,1,1,0,1,a,c,18160,,,0,,,,-4001.3148634951176
7499.63472842384,540,5,1438326000000,8908,517,1,1,0,0,d,c,810,,,1,48,2012,"Jan,Apr,Jul,Oct",1408.36527157616
14136.692483894116,546,5,1438326000000,14468,1617,1,1,0,1,a,a,580,1,2005,0,,,,331.30751610588413
7451.320023900418,547,5,1438326000000,6818,510,1,1,0,0,d,c,8990,11,2009,1,35,2010,"Mar,Jun,Sept,Dec",-633.3200239004182
12176.620194248444,551,5,1438326000000,11632,1278,1,1,0,1,a,c,2190,9,2013,0,,,,-544.620194248444
16501.84333424974,560,5,1438326000000,18197,1922,1,1,0,1,c,c,1910,7,2013,0,,,,1695.156665750259
21246.55064230371,562,5,1438326000000,20303,3255,1,1,0,1,b,c,1210,,,0,,,,-943.5506423037114
9333.99424844194,572,5,1438326000000,8531,657,1,1,0,1,d,c,9230,4,2004,1,37,2009,"Jan,Apr,Jul,Oct",-802.9942484419407
8302.281327329165,574,5,1438326000000,11592,720,1,1,0,1,d,a,4400,,,0,,,,3289.718672670835
13080.099139742142,578,5,1438326000000,13399,1225,1,1,0,1,d,a,12700,4,2013,0,,,,318.90086025785786
6400.121966920382,584,5,1438326000000,6487,505,1,1,0,1,d,a,1360,,,1,35,2010,"Mar,Jun,Sept,Dec",86.87803307961804
19091.40260451246,586,5,1438326000000,17879,2501,1,1,0,1,a,c,250,10,2008,0,,,,-1212.4026045124592
6808.415666839628,590,5,1438326000000,7250,494,1,1,0,1,d,c,4520,9,2010,1,31,2013,"Jan,Apr,Jul,Oct",441.5843331603719
7232.501421831137,591,5,1438326000000,8600,641,1,1,0,1,a,c,3340,,,1,22,2012,"Mar,Jun,Sept,Dec",1367.4985781688629
5737.962189219481,592,5,1438326000000,5226,585,1,1,0,1,a,a,2540,6,2005,0,,,,-511.96218921948093
16175.42608051706,595,5,1438326000000,18690,1899,1,1,0,1,c,c,1130,6,2015,0,,,,2514.5739194829403
7215.884575537926,598,5,1438326000000,6675,763,1,1,0,0,c,a,550,12,2013,1,40,2014,"Jan,Apr,Jul,Oct",-540.8845755379261
10182.302615098244,603,5,1438326000000,9432,1161,1,1,0,1,a,a,340,4,2007,1,13,2010,"Jan,Apr,Jul,Oct",-750.3026150982441
7886.651954702622,604,5,1438326000000,8422,614,1,1,0,0,d,a,10950,3,2014,0,,,,535.3480452973781
6570.687609329409,606,5,1438326000000,7187,663,1,1,0,1,a,a,2260,11,2007,0,,,,616.3123906705914
6019.107256821877,607,5,1438326000000,5555,637,1,1,0,1,a,a,350,8,1999,1,14,2011,"Jan,Apr,Jul,Oct",-464.10725682187694
11342.355177692658,608,5,1438326000000,12554,1126,1,1,0,1,a,c,18370,2,2013,1,14,2011,"Jan,Apr,Jul,Oct",1211.644822307342
6182.820903695709,641,5,1438326000000,6889,567,1,1,0,1,a,c,610,12,2003,1,36,2013,"Mar,Jun,Sept,Dec",706.1790963042913
5070.79165021289,642,5,1438326000000,3671,420,1,1,0,1,c,c,530,4,2005,1,35,2010,"Mar,Jun,Sept,Dec",-1399.79165021289
10939.048251084572,643,5,1438326000000,13143,1312,1,1,0,1,a,a,230,6,2010,1,18,2010,"Feb,May,Aug,Nov",2203.9517489154277
5040.840716175324,649,5,1438326000000,5012,486,1,1,0,1,a,a,14570,11,2002,0,,,,-28.840716175323905
7696.097730807549,650,5,1438326000000,7509,743,1,1,0,0,a,a,1420,10,2012,1,40,2014,"Jan,Apr,Jul,Oct",-187.09773080754894
8443.793002061135,651,5,1438326000000,8687,992,1,1,0,1,a,a,200,,,0,,,,243.20699793886524
5584.04732980538,656,5,1438326000000,4576,465,1,1,0,1,d,a,410,4,2009,1,13,2010,"Jan,Apr,Jul,Oct",-1008.0473298053803
8741.008125029093,658,5,1438326000000,7323,669,1,1,0,1,d,c,520,,,1,37,2009,"Jan,Apr,Jul,Oct",-1418.0081250290932
7000.715156726128,660,5,1438326000000,6992,652,1,1,0,0,a,a,1200,11,2006,1,40,2014,"Jan,Apr,Jul,Oct",-8.715156726128043
9276.951347782797,662,5,1438326000000,10711,858,1,1,0,1,d,a,1070,,,0,,,,1434.0486522172032
10289.256062082535,663,5,1438326000000,8088,949,1,1,0,1,a,c,7860,5,2005,0,,,,-2201.256062082535
9789.387381627745,664,5,1438326000000,8330,823,1,1,0,1,d,c,1680,10,2005,0,,,,-1459.3873816277446
8487.87059958983,666,5,1438326000000,9706,778,1,1,0,1,c,c,2700,,,1,9,2011,"Mar,Jun,Sept,Dec",1218.1294004101692
11182.76393278647,667,5,1438326000000,11985,971,1,1,0,1,d,c,2870,9,2012,0,,,,802.2360672135292
13414.080964140183,674,5,1438326000000,12593,1387,1,1,0,1,a,a,2640,12,2005,1,31,2013,"Feb,May,Aug,Nov",-821.0809641401829
4690.677818618304,675,5,1438326000000,4350,421,1,1,0,1,a,a,2100,8,2013,1,14,2011,"Jan,Apr,Jul,Oct",-340.6778186183037
8872.366916708237,676,5,1438326000000,9974,1943,1,1,0,1,b,b,1410,9,2008,0,,,,1101.633083291763
11435.181645921952,679,5,1438326000000,11868,1188,1,1,0,1,a,a,4140,9,2012,0,,,,432.8183540780483
5379.4174347431945,688,5,1438326000000,5107,469,1,1,0,1,a,a,18760,8,2015,1,14,2011,"Jan,Apr,Jul,Oct",-272.41743474319446
7576.184619120842,690,5,1438326000000,7070,898,1,1,0,1,a,a,100,,,0,,,,-506.1846191208424
9675.6901532929,694,5,1438326000000,10257,893,1,1,0,0,a,c,460,11,2012,1,40,2014,"Jan,Apr,Jul,Oct",581.3098467070995
11960.214821271187,697,5,1438326000000,14464,1150,1,1,0,1,d,a,3780,,,1,40,2011,"Jan,Apr,Jul,Oct",2503.7851787288128
16819.20352464128,698,5,1438326000000,18308,1974,1,1,0,1,a,a,1790,5,2011,0,,,,1488.7964753587185
11497.150815538651,705,5,1438326000000,12450,1185,1,1,0,1,a,a,4140,9,2012,1,18,2011,"Feb,May,Aug,Nov",952.8491844613491
8044.846314839608,706,5,1438326000000,7797,630,1,1,0,0,d,a,7830,9,2014,1,10,2014,"Mar,Jun,Sept,Dec",-247.84631483960766
7467.141175262219,719,5,1438326000000,6972,568,1,1,0,0,c,c,8190,,,1,45,2009,"Feb,May,Aug,Nov",-495.1411752622189
9008.146332107073,721,5,1438326000000,9969,823,1,1,0,1,a,c,3590,9,2012,1,22,2012,"Mar,Jun,Sept,Dec",960.8536678929268
11695.565291814095,722,5,1438326000000,9349,1396,1,1,0,1,a,a,50,,,0,,,,-2346.565291814095
10245.826273999697,723,5,1438326000000,12047,787,1,1,0,1,d,c,5650,9,2008,1,5,2013,"Feb,May,Aug,Nov",1801.1737260003028
12376.258156351334,726,5,1438326000000,13962,1192,1,1,0,1,a,c,40540,2,2002,0,,,,1585.741843648666
5119.3420088510575,727,5,1438326000000,6345,524,1,1,0,1,a,a,2050,3,2007,0,,,,1225.6579911489425
5825.75801103521,734,5,1438326000000,6829,582,1,1,0,1,a,a,220,,,1,36,2013,"Mar,Jun,Sept,Dec",1003.2419889647899
7149.009410343653,735,5,1438326000000,7530,594,1,1,0,1,d,c,1920,4,2005,0,,,,380.99058965634686
7642.097283444888,740,5,1438326000000,10085,672,1,1,0,1,d,a,6400,3,2014,0,,,,2442.9027165551124
12632.261464885956,741,5,1438326000000,11253,1137,1,1,0,1,d,c,11900,,,0,,,,-1379.2614648859562
9444.899567655808,747,5,1438326000000,10708,826,1,1,0,1,c,c,45740,8,2008,0,,,,1263.100432344192
6935.5286465795325,750,5,1438326000000,6395,499,1,1,0,0,d,a,8670,2,2002,1,14,2011,"Jan,Apr,Jul,Oct",-540.5286465795325
9138.672678432948,754,5,1438326000000,8920,927,1,1,0,1,c,c,380,5,2008,1,10,2014,"Mar,Jun,Sept,Dec",-218.67267843294758
10304.465563229805,760,5,1438326000000,8350,1258,1,1,0,1,a,a,560,1,2011,0,,,,-1954.4655632298054
6537.732317767626,762,5,1438326000000,6647,532,1,1,0,1,d,c,1280,,,1,10,2013,"Mar,Jun,Sept,Dec",109.26768223237377
7855.152206949479,763,5,1438326000000,8022,658,1,1,0,1,d,c,32240,3,2010,0,,,,166.84779305052143
6348.417941085583,764,5,1438326000000,5873,583,1,1,0,1,a,c,26490,,,1,10,2014,"Mar,Jun,Sept,Dec",-475.41794108558315
8747.782614163643,771,5,1438326000000,8556,844,1,1,0,0,a,a,20640,9,2007,0,,,,-191.7826141636433
7501.163391790873,772,5,1438326000000,5224,635,1,1,0,1,d,c,1850,,,0,,,,-2277.163391790873
6191.9850925715255,777,5,1438326000000,6226,460,1,1,0,1,d,c,8250,10,2004,1,10,2013,"Mar,Jun,Sept,Dec",34.014907428474544
